Index,MaternalLine,FlowerHead,PlantingDate,FirstLeafDate,State,County,Latitude,Longitude,TemporaryID,TransplantDate,Species,OriIndex,RanTray,TrayPosition,Date.1,Surv.1,numRos.1,numStem.1,stemDia.1,stemLength.1,numLeaf.1,leafLong.1,leafWide.1,flwrBud.1,flwrOpen.1,fruitPres.1,fruitDeh.1,Date.2,Surv.2,flwrBud.2,flwrOpen.2,fruitPres.2,fruitDeh.2,Date.3,Surv.3,leafLong.3,leafWide.3,flwrBud.3,flwrOpen.3,fruitPres.3,fruitDeh.3,Date.4,Surv.4,flwrBud.4,flwrOpen.4,fruitPres.4,fruitDeh.4,Date.5,Surv.5,flwrBud.5,flwrOpen.5,fruitPres.5,fruitDeh.5,Date.6,Surv.6,numFlowerStem.6,leafLong.6,leafWide.6,Date.7,flwrBud.7,flwrOpen.7,fruitPres.7,fruitDeh.7,Date.8,Surv.8,flwrBud.8,flwrOpen.8,fruitPres.8,fruitDeh.8,Date.9,Surv.9,flwrBud.9,flwrOpen.9,fruitPres.9,fruitDeh.9,Date.10,Surv.10,numFlowerStem.10,leafLong.10,leafWide.10,Date.11,Surv.11,flwrBud.11,flwrOpen.11,fruitPres.11,fruitDeh.11,Date.12,Surv.12,flwrBud.12,flwrOpen.12,fruitPres.12,fruitDeh.12,Date.13,Surv.13,flwrBud.13,flwrOpen.13,fruitPres.13,fruitDeh.13,Date.14,Surv.14,flwrBud.14,flwrOpen.14,fruitPres.14,fruitDeh.14,Date.15,Surv.15,flwrBud.15,flwrOpen.15,fruitPres.15,fruitDeh.15,leafArea.10,Id,Accession,Planting,Taxon,Area,Bed,Inventory.Date,Status,Plant.Count,Planting.Material.Type,Source,Provenance,Property,Ipen,Restriction,Date.received,Quantity.received,Country,Collector,Collection.Date,Sampling.method,EO.ID,EO.number,Property.ownership,Locality,Location.Details,Notes.on.Habitat.and.soil,Family
387,2021-1838-2,23,3/22/24,3/29/24,Tennessee,Davidson,36.20801,-86.960244,17-1-5,4/26/24,Physaria globosa,187,33,T17R1C5,5/14/24,Y,2,1,1.36,4.7,26,6,2.7,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,7.3,3.4,0,0,N,N,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,7.8,3.2,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,7.9,3.3,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,7124.478495050087,1290386,2021-1838,2,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,980,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2021-1838,Project specific use only,2021-06-01T00:00:00,571,United States,"Dell, Noah",01 Jun 2021,Maternal Lines,5386,4,Local/Public-County,McMinn's Bluff,"From Ashland City, head south on TN-12. Turn right at the second entrance to River Trace and park near the top of the hill just before the road goes downhill, where the road is wider. The plants are scattered along the roadside, the bluffs above the road, and by the abandoned railroad tracks at the bottom of the hill.",,Brassicaceae
388,2021-1838-2,14,3/23/24,4/1/24,Tennessee,Davidson,36.20801,-86.960244,17-6-8,4/26/24,Physaria globosa,250,33,T17R6C8,5/14/24,Y,0,1,0.62,6.6,4,1.4,0.9,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,N,N/A,N/A,N/A,N/A,N/A,N/A,5/31/24,n,0,0,N,N,6/3/24,N,0,0,0,0,6/4/24,N,N/A,N/A,N/A,6/5/24,N/A,N/A,N/A,N/A,6/7/24,N,NA,NA,NA,NA,6/10/24,N,NA,NA,NA,NA,6/11/24,N,N/A,N/A,N/A,6/12/24,N,N/A,N/A,N/A,N/A,6/14/24,N,NA,NA,NA,NA,6/17/24,N,NA,NA,NA,NA,6/19/24,N,0,0,0,0,6/24/24,N,0,0,0,0,22.984539973117972,1290386,2021-1838,2,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,980,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2021-1838,Project specific use only,2021-06-01T00:00:00,571,United States,"Dell, Noah",01 Jun 2021,Maternal Lines,5386,4,Local/Public-County,McMinn's Bluff,"From Ashland City, head south on TN-12. Turn right at the second entrance to River Trace and park near the top of the hill just before the road goes downhill, where the road is wider. The plants are scattered along the roadside, the bluffs above the road, and by the abandoned railroad tracks at the bottom of the hill.",,Brassicaceae
389,2018-1133-2,3,3/21/24,3/30/24,Tennessee,Trousdale,36.37351,-86.17156,15-4-3,4/26/24,Physaria globosa,85,33,T15R4C3,5/14/24,Y,1,1,1.32,10.6,15,7.1,3.1,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,7.4,3.6,0,0,N,N,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,6.9,3.2,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,7.4,3.4,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,5820.555337822474,1248014,2018-1133,2,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,1008,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2018-1133,Project specific use only,2018-06-05T00:00:00,"3,570",United States,"Dell, Noah",05 Jun 2018,,13344,3,Federal-Other,TN - EO#3 - Hartsville Access,"From Hartsville: Head South on Hwy 141, continue left onto Cemetery Ln. and follow until reaching the Hartsville Access Area. Follow river nearly to bridge, most plants will be near the bank of the river, to about 15 to 20 meters uphill.",Dry woods and banks along Cumberland River,Brassicaceae
390,2018-1133-2,7,3/27/24,4/4/24,Tennessee,Trousdale,36.37351,-86.17156,20-2-2,4/26/24,Physaria globosa,398,33,T20R2C2,5/14/24,Y,2,1,1.36,10.1,27,7.9,3.2,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,10,4,0,0,N,N,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,9.5,3.4,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,9.6,3.5,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,8687.743068422586,1248014,2018-1133,2,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,1008,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2018-1133,Project specific use only,2018-06-05T00:00:00,"3,570",United States,"Dell, Noah",05 Jun 2018,,13344,3,Federal-Other,TN - EO#3 - Hartsville Access,"From Hartsville: Head South on Hwy 141, continue left onto Cemetery Ln. and follow until reaching the Hartsville Access Area. Follow river nearly to bridge, most plants will be near the bank of the river, to about 15 to 20 meters uphill.",Dry woods and banks along Cumberland River,Brassicaceae
391,2021-1843-2,32,3/23/24,4/1/24,Kentucky,Franklin,38.210077,-84.885952,17-3-1,4/26/24,Physaria globosa,207,33,T17R3C1,5/14/24,Y,2,1,1.22,5.6,34,5.1,2.4,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,6.4,2.8,0,0,N,N,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,6.4,2.6,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,6,2.7,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,3966.976101415312,1290441,2021-1843,2,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,262,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2021-1843,Project specific use only,2021-07-22T00:00:00,1295,United States,"Rogers, Devin",11 Jun 2021,Maternal Lines,,7,Private,Bald Knob,,,Brassicaceae
392,2021-1838-2,5,3/22/24,3/29/24,Tennessee,Davidson,36.20801,-86.960244,16-6-2,4/26/24,Physaria globosa,172,33,T16R6C2,5/14/24,Y,4,1,1.11,1.3,25,6.4,2.3,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,9.1,3,0,0,N,N,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,8.6,2.9,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,8.7,2.7,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,7131.3787163527995,1290386,2021-1838,2,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,980,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2021-1838,Project specific use only,2021-06-01T00:00:00,571,United States,"Dell, Noah",01 Jun 2021,Maternal Lines,5386,4,Local/Public-County,McMinn's Bluff,"From Ashland City, head south on TN-12. Turn right at the second entrance to River Trace and park near the top of the hill just before the road goes downhill, where the road is wider. The plants are scattered along the roadside, the bluffs above the road, and by the abandoned railroad tracks at the bottom of the hill.",,Brassicaceae
393,2021-1843-2,21,3/25/24,4/2/24,Kentucky,Franklin,38.210077,-84.885952,18-6-3,4/26/24,Physaria globosa,309,33,T18R6C3,5/14/24,Y,0,1,1.5,6,23,6.9,3,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,7.2,3.2,0,0,N,N,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,7.5,3.5,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,7.9,3.6,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,5496.96897390072,1290441,2021-1843,2,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,262,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2021-1843,Project specific use only,2021-07-22T00:00:00,1295,United States,"Rogers, Devin",11 Jun 2021,Maternal Lines,,7,Private,Bald Knob,,,Brassicaceae
394,2021-0838-1,2,3/19/24,3/29/24,Tennessee,Montgomery,36.501393,-87.318045,14-1-4,4/26/24,Physaria globosa,2,33,T14R1C4,5/14/24,Y,2,1,1.49,6.4,22,6,2.8,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,6.9,3.2,0,0,N,N,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,6.6,3.1,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,6.5,3.2,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,4685.230827298307,1271397,2021-0838,1,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,951,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2021-0838,Project specific use only,2019-06-05T00:00:00,1498,United States,"Dell, Noah",05 Jun 2019,,11124,12,Private,,,,Brassicaceae
395,2021-1836-2,1,3/26/24,4/3/24,Tennessee,Cheatham,36.1432,-87.0232,19-2-12,4/26/24,Physaria globosa,341,33,T19R2C12,5/14/24,Y,2,1,1.3,9.8,36,7.2,2.7,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,7.5,3,0,0,N,N,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,7,2.8,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,8.2,3.4,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,6797.004682507087,1290385,2021-1836,2,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,1616,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2021-1836,Project specific use only,2021-06-01T00:00:00,3617,United States,"Dell, Noah",01 Jun 2021,Maternal Lines,6678,1,Local/Public-County,Unknown,"From Ashland City, drive south on TN-12 and then turn SW (R) onto Thompson Rd. Follow Thompson Rd. past the railroad tracks and park in front of the recycling center. Walk onto the railroad tracks from this spot and then head NW (L) past the abandoned railroad cars, careful to stay on the RR right-of-way and not the farmer's property. Plants will be visible along the talus slope after ~.5 km and extend for approximately 300 meters.","Most plants were found along the railroad bed in a talus slope adjacent to private property. Habitat was previously continuously disturbed due to railroad maintenance, but now is somewhat overgrown with vegetation.",Brassicaceae
396,2021-0838-1,2,3/21/24,3/29/24,Tennessee,Montgomery,36.501393,-87.318045,15-3-4,4/26/24,Physaria globosa,76,33,T15R3C4,5/14/24,Y,3,1,1.47,7,16,5.7,2.5,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,6.2,3.9,0,0,N,N,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,6.1,2.4,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,6.1,2.5,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,4560.53605346106,1271397,2021-0838,1,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,951,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2021-0838,Project specific use only,2019-06-05T00:00:00,1498,United States,"Dell, Noah",05 Jun 2019,,11124,12,Private,,,,Brassicaceae
397,2018-1133-2,12,3/24/24,4/1/24,Tennessee,Trousdale,36.37351,-86.17156,18-1-11,4/26/24,Physaria globosa,263,34,T18R1C11,5/14/24,Y,2,1,1.35,8.2,13,6.3,2.5,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,6.7,2.6,0,0,N,N,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,6.8,2.5,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,6.9,2.5,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,5824.982169939918,1248014,2018-1133,2,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,1008,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2018-1133,Project specific use only,2018-06-05T00:00:00,"3,570",United States,"Dell, Noah",05 Jun 2018,,13344,3,Federal-Other,TN - EO#3 - Hartsville Access,"From Hartsville: Head South on Hwy 141, continue left onto Cemetery Ln. and follow until reaching the Hartsville Access Area. Follow river nearly to bridge, most plants will be near the bank of the river, to about 15 to 20 meters uphill.",Dry woods and banks along Cumberland River,Brassicaceae
398,2023-0185-2,7,3/20/24,3/28/24,Indiana,Posey,37.824189,-88.003202,14-3-10,4/26/24,Physaria globosa,20,34,T14R3C10,5/14/24,Y,4,1,1.48,4.8,19,9,2.1,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,8.5,2.7,0,0,N,N,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,9.7,2.6,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,9.9,2.8,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,5944.176203978102,1290444,2023-0185,2,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,1041,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2023-0185,Project specific use only,2021-06-28T00:00:00,3180,United States,"Dell, Noah",28 Jun 2021,,,1,State,Bonebank Rd.,"From Mt. Vernon, Indiana, take US 69 South for approximately 6 miles and turn right on Bonebank Rd/County Rd 1100 S/Spencer Ditch Rd. Follow Bonebank Rd. for another 6 miles. Plants are along the right side of the road adjacent to a cypress slough.",,Brassicaceae
399,2023-0185-2,10,3/22/24,3/29/24,Indiana,Posey,37.824189,-88.003202,17-1-10,4/26/24,Physaria globosa,192,34,T17R1C10,5/14/24,Y,3,1,1.42,3.8,29,8.5,2.9,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,8.6,3.4,0,0,N,N,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,8.2,3,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,9.1,3.3,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,6411.087939254427,1290444,2023-0185,2,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,1041,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2023-0185,Project specific use only,2021-06-28T00:00:00,3180,United States,"Dell, Noah",28 Jun 2021,,,1,State,Bonebank Rd.,"From Mt. Vernon, Indiana, take US 69 South for approximately 6 miles and turn right on Bonebank Rd/County Rd 1100 S/Spencer Ditch Rd. Follow Bonebank Rd. for another 6 miles. Plants are along the right side of the road adjacent to a cypress slough.",,Brassicaceae
400,2021-1843-2,39,3/24/24,4/1/24,Kentucky,Franklin,38.210077,-84.885952,18-1-8,4/26/24,Physaria globosa,260,34,T18R1C8,5/14/24,Y,2,1,1.19,8,26,6.3,2.7,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,7.1,2.7,0,0,N,N,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,7,2.7,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,7,2.7,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,5430.36726039722,1290441,2021-1843,2,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,262,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2021-1843,Project specific use only,2021-07-22T00:00:00,1295,United States,"Rogers, Devin",11 Jun 2021,Maternal Lines,,7,Private,Bald Knob,,,Brassicaceae
401,2021-1836-2,1,3/25/24,4/3/24,Tennessee,Cheatham,36.1432,-87.0232,18-6-5,4/26/24,Physaria globosa,311,34,T18R6C5,5/14/24,Y,1,1,1.49,6.6,22,7.7,2.9,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,7.8,3.1,0,0,N,N,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,7.9,3,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,8.2,3,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,6561.517622964324,1290385,2021-1836,2,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,1616,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2021-1836,Project specific use only,2021-06-01T00:00:00,3617,United States,"Dell, Noah",01 Jun 2021,Maternal Lines,6678,1,Local/Public-County,Unknown,"From Ashland City, drive south on TN-12 and then turn SW (R) onto Thompson Rd. Follow Thompson Rd. past the railroad tracks and park in front of the recycling center. Walk onto the railroad tracks from this spot and then head NW (L) past the abandoned railroad cars, careful to stay on the RR right-of-way and not the farmer's property. Plants will be visible along the talus slope after ~.5 km and extend for approximately 300 meters.","Most plants were found along the railroad bed in a talus slope adjacent to private property. Habitat was previously continuously disturbed due to railroad maintenance, but now is somewhat overgrown with vegetation.",Brassicaceae
402,2021-1843-2,38,4/1/24,4/9/24,Kentucky,Franklin,38.210077,-84.885952,20-6-11,4/26/24,Physaria globosa,447,34,T20R6C11,5/14/24,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5/21/24,N,N,N,N,N,5/28/24,N,N/A,N/A,N/A,N/A,N/A,N/A,5/31/24,n,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,N,N/A,N/A,N/A,6/5/24,N/A,N/A,N/A,N/A,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,N,N/A,N/A,N/A,6/12/24,N,N/A,N/A,N/A,N/A,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,36.07066389438789,1290441,2021-1843,2,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,262,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2021-1843,Project specific use only,2021-07-22T00:00:00,1295,United States,"Rogers, Devin",11 Jun 2021,Maternal Lines,,7,Private,Bald Knob,,,Brassicaceae
403,2023-0185-2,2,3/22/24,3/30/24,Indiana,Posey,37.824189,-88.003202,15-6-11,4/26/24,Physaria globosa,115,34,T15R6C11,5/14/24,Y,2,1,1.81,3.8,17,9.6,3.4,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,10.9,3.5,0,0,N,N,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,11.7,3.2,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,11.1,3.5,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,6999.623363957214,1290444,2023-0185,2,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,1041,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2023-0185,Project specific use only,2021-06-28T00:00:00,3180,United States,"Dell, Noah",28 Jun 2021,,,1,State,Bonebank Rd.,"From Mt. Vernon, Indiana, take US 69 South for approximately 6 miles and turn right on Bonebank Rd/County Rd 1100 S/Spencer Ditch Rd. Follow Bonebank Rd. for another 6 miles. Plants are along the right side of the road adjacent to a cypress slough.",,Brassicaceae
404,2023-0185-2,3,3/22/24,3/29/24,Indiana,Posey,37.824189,-88.003202,15-6-4,4/26/24,Physaria globosa,108,34,T15R6C4,5/14/24,Y,1,1,1.19,5.3,23,8.3,2.9,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,9.7,2.8,0,0,N,N,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,9.5,3.4,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,10.6,3.4,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,7316.926639044879,1290444,2023-0185,2,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,1041,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2023-0185,Project specific use only,2021-06-28T00:00:00,3180,United States,"Dell, Noah",28 Jun 2021,,,1,State,Bonebank Rd.,"From Mt. Vernon, Indiana, take US 69 South for approximately 6 miles and turn right on Bonebank Rd/County Rd 1100 S/Spencer Ditch Rd. Follow Bonebank Rd. for another 6 miles. Plants are along the right side of the road adjacent to a cypress slough.",,Brassicaceae
405,2018-1133-2,8,3/22/24,3/29/24,Tennessee,Trousdale,36.37351,-86.17156,16-6-6,4/26/24,Physaria globosa,176,34,T16R6C6,5/14/24,Y,3,1,1.24,3.2,25,6,2.9,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,7.4,2.7,0,0,N,N,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,8.1,2.7,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,7.5,2.6,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,4951.273233004065,1248014,2018-1133,2,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,1008,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2018-1133,Project specific use only,2018-06-05T00:00:00,"3,570",United States,"Dell, Noah",05 Jun 2018,,13344,3,Federal-Other,TN - EO#3 - Hartsville Access,"From Hartsville: Head South on Hwy 141, continue left onto Cemetery Ln. and follow until reaching the Hartsville Access Area. Follow river nearly to bridge, most plants will be near the bank of the river, to about 15 to 20 meters uphill.",Dry woods and banks along Cumberland River,Brassicaceae
406,2021-1841-1,9,3/19/24,3/29/24,Kentucky,Franklin,38.222717,-84.856916,14-3-9,4/26/24,Physaria globosa,19,34,T14R3C9,5/14/24,Y,0,1,1.17,4.4,11,6.2,2.5,N ,N ,N ,N ,5/21/24,Y,N,N,N,N,5/28/24,Y,8.4,3,0,0,N,N,5/31/24,Y,0,0,N,N,6/3/24,Y,0,0,0,0,6/4/24,Y,0,8.2,2.9,6/5/24,0,0,0,0,6/7/24,Y,0,0,0,0,6/10/24,Y,0,0,0,0,6/11/24,Y,0,8.3,2.9,6/12/24,Y,0,0,0,0,6/14/24,Y,0,0,0,0,6/17/24,Y,0,0,0,0,6/19/24,Y,0,0,0,0,6/24/24,Y,0,0,0,0,6033.145324986097,1275505,2021-1841,1,Physaria globosa ,MBG Seed Bank,CCSD Seed Bank Freezer,2023-12-01T00:00:00,Dormant,287,Seed,Missouri Botanical Garden,Wild,Shaw Nature Reserve,US-1-MO-2021-1841,Project specific use only,2021-07-16T00:00:00,362,United States,"Powell, Emily",05 Jul 2021,Maternal Lines,,18,State,Cove Spring Park,,,Brassicaceae
